sep=,
Kor MEASUREMENT DATA FILE EXPORT

"FILE CREATED:  ",1/25/2024 2:49:49 PM

,,,MEAN VALUE:,87.7483,8.7441,6.5303,749.9417,31942.7347,31.7669,1.2843,0.0000,49351.6872,-0.0668,0.0033,-0.4068,6.2700,11.9000,-1.2377,60.6570,-145.8915,88.9289,87.7483,50155.9702,32078.6364,1.8657,31.2603,24.9347,0.0000,0.0000,13.4188,13.3638,19.4821,25.0223
,,,STANDARD DEVIATION:,1.1788,0.1713,0.4786,0.1560,534.2048,0.2126,0.0852,0.0000,266.9360,0.0882,0.0221,0.1314,0.0000,0.0000,0.3677,0.0000,0.0000,1.1961,1.1788,280.1516,173.5139,1.9389,0.5982,0.1495,0.0000,0.0000,9.9481,9.9494,14.5048,0.1739

,,,INSTRUMENT NAME:,
,,,SENSOR SERIAL NUMBER:,23G100693,23G100693,23H103732,23H106348,23H103732,23H103732,23H105119,23H105119,23H103732,23H105951,23H105951,23H105951,23J102724,23J102724,23H105951,23H106348,23H106348,23G100693,23G100693,23H103732,23H103732,23H106348,23H103732,23H103732,23H105951,23H105951,23H102976,23H102976,23H102976,23H103732
01/19/2024,03:58:15 PM,0,NVE,87.1,8.62,6.792,749.8,32209.4,31.82,1.35,0,49383.8,-0.13,-0.01,-0.36,6.27,11.9,-1.09,60.65704,-145.89148,88.3,87.1,50201.0,32100,2.7,31,24.9,0,0,10.876,10.617,15.477,25.0,0
01/19/2024,03:58:15 PM,0,NVE,87.1,8.62,6.792,749.7,32209.5,31.82,1.42,0,49383.8,-0.07,0.00,-0.28,6.27,11.9,-0.90,60.65704,-145.89148,88.3,87.1,50201.0,32099,2.6,31,24.9,0,0,10.610,10.520,15.337,25.0,0
01/19/2024,03:58:18 PM,0,NVE,87.1,8.62,6.792,749.8,32207.0,31.82,1.25,0,49379.5,-0.25,-0.04,-0.50,6.27,11.9,-1.50,60.65704,-145.89146,88.3,87.1,50196.7,32097,3.3,31,24.9,0,0,9.837,9.861,14.375,25.0,0
01/19/2024,03:58:18 PM,0,NVE,87.1,8.62,6.792,749.9,32205.3,31.82,1.33,0,49377.1,-0.17,-0.02,-0.38,6.27,11.9,-1.15,60.65704,-145.89146,88.3,87.1,50194.2,32095,3.3,31,24.9,0,0,9.457,9.591,13.981,25.0,0
01/19/2024,03:58:19 PM,0,NVE,87.1,8.62,6.793,749.8,32203.7,31.81,1.35,0,49374.1,0.01,0.02,-0.47,6.27,11.9,-1.41,60.65704,-145.89148,88.3,87.1,50191.1,32093,3.2,31,24.9,0,0,9.158,9.388,13.686,25.0,0
01/19/2024,03:58:21 PM,0,NVE,87.1,8.62,6.792,749.8,32197.2,31.81,1.19,0,49364.5,-0.04,0.01,-0.46,6.27,11.9,-1.40,60.65704,-145.89146,88.2,87.1,50181.4,32087,3.2,31,24.9,0,0,8.302,8.022,11.694,25.0,0
01/19/2024,03:58:23 PM,0,NVE,87.1,8.62,6.791,749.9,32188.1,31.80,1.24,0,49353.2,-0.01,0.02,-0.52,6.27,11.9,-1.56,60.65704,-145.89146,88.2,87.1,50169.8,32080,3.1,31,24.9,0,0,8.023,7.937,11.570,25.0,0
01/19/2024,03:58:24 PM,0,NVE,87.0,8.62,6.788,749.9,32184.8,31.80,1.29,0,49351.8,-0.05,0.01,-0.45,6.27,11.9,-1.37,60.65704,-145.89146,88.2,87.0,50168.3,32079,3.1,31,24.9,0,0,7.810,7.597,11.074,25.0,0
01/19/2024,03:58:24 PM,0,NVE,87.0,8.62,6.784,749.8,32181.2,31.80,1.20,0,49351.2,-0.07,0.00,-0.39,6.27,11.9,-1.18,60.65704,-145.89146,88.2,87.0,50167.6,32078,2.9,31,24.9,0,0,7.210,7.153,10.427,25.0,0
01/19/2024,03:58:26 PM,0,NVE,87.0,8.62,6.781,749.9,32174.5,31.79,1.13,0,49346.0,-0.06,0.00,-0.47,6.27,11.9,-1.40,60.65704,-145.89146,88.2,87.0,50162.2,32075,2.1,31,24.9,0,0,6.979,7.034,10.254,25.0,0
01/19/2024,03:58:27 PM,0,NVE,87.0,8.61,6.777,749.9,32170.7,31.79,1.29,0,49345.3,-0.14,-0.01,-0.38,6.27,11.9,-1.15,60.65704,-145.89146,88.2,87.0,50161.3,32074,1.8,31,24.9,0,0,6.697,6.940,10.117,25.0,0
01/19/2024,03:58:28 PM,0,NVE,87.0,8.62,6.774,749.8,32169.1,31.79,1.21,0,49348.6,-0.22,-0.03,-0.43,6.27,11.9,-1.31,60.65704,-145.89146,88.2,87.0,50164.5,32077,1.8,31,24.9,0,0,6.223,6.045,8.812,25.0,0
01/19/2024,03:58:29 PM,0,NVE,87.0,8.62,6.768,749.7,32169.7,31.80,1.32,0,49357.1,-0.11,-0.01,-0.39,6.27,11.9,-1.19,60.65704,-145.89146,88.2,87.0,50172.9,32082,0.8,31,24.9,0,0,5.677,5.458,7.957,25.0,0
01/19/2024,03:58:31 PM,0,NVE,87.0,8.62,6.767,749.7,32169.4,31.80,1.38,0,49358.9,-0.11,-0.01,-0.45,6.27,11.9,-1.35,60.65704,-145.89148,88.2,87.0,50174.7,32083,0.9,31,24.9,0,0,5.212,5.130,7.479,25.0,0
01/19/2024,03:58:32 PM,0,NVE,87.0,8.62,6.766,749.9,32168.4,31.80,1.25,0,49358.5,0.10,0.04,-0.43,6.27,11.9,-1.31,60.65704,-145.89148,88.2,87.0,50174.2,32083,0.9,31,24.9,0,0,5.020,5.024,7.324,25.0,0
01/19/2024,03:58:33 PM,0,NVE,87.0,8.62,6.765,750.1,32168.4,31.80,1.22,0,49359.4,0.10,0.04,-0.40,6.27,11.9,-1.22,60.65704,-145.89148,88.1,87.0,50175.2,32084,0.5,31,24.9,0,0,4.947,4.978,7.256,25.0,0
01/19/2024,03:58:34 PM,0,NVE,87.0,8.62,6.764,749.7,32165.1,31.80,1.25,0,49355.9,0.12,0.05,-0.28,6.27,11.9,-0.88,60.65704,-145.89148,88.2,87.0,50171.5,32081,0.7,31,24.9,0,0,4.262,4.125,6.013,25.0,0
01/19/2024,03:58:35 PM,0,NVE,87.0,8.62,6.763,749.8,32164.0,31.80,1.32,0,49355.5,0.08,0.04,-0.28,6.27,11.9,-0.89,60.65704,-145.89148,88.2,87.0,50171.1,32081,0.8,31,24.9,0,0,4.211,4.204,6.129,25.0,0
01/19/2024,03:58:36 PM,0,NVE,87.0,8.62,6.762,750.0,32162.7,31.80,1.28,0,49355.6,0.05,0.03,-0.46,6.27,11.9,-1.39,60.65704,-145.89148,88.2,87.0,50171.2,32081,0.1,31,24.9,0,0,4.183,4.180,6.093,25.0,0
01/19/2024,03:58:39 PM,0,NVE,87.0,8.62,6.760,749.6,32162.4,31.80,1.08,0,49357.5,-0.19,-0.03,-0.56,6.27,11.9,-1.66,60.65704,-145.89148,88.2,87.0,50173.0,32082,0.4,31,24.9,0,0,3.912,4.087,5.958,25.0,0
01/19/2024,03:58:40 PM,0,NVE,87.0,8.62,6.759,749.8,32153.5,31.79,1.22,0,49345.2,-0.22,-0.03,-0.48,6.27,11.9,-1.45,60.65704,-145.89148,88.2,87.0,50160.4,32074,1.2,31,24.9,0,0,3.442,3.208,4.676,24.9,0
01/19/2024,03:58:42 PM,0,NVE,87.0,8.62,6.757,749.8,32136.4,31.78,1.33,0,49321.7,-0.09,0.00,-0.41,6.27,11.9,-1.23,60.65704,-145.89148,88.1,87.0,50136.5,32059,1.3,31,24.9,0,0,3.139,3.077,4.486,24.9,0
01/19/2024,03:58:42 PM,0,NVE,86.9,8.61,6.752,750.1,32128.2,31.77,1.20,0,49316.9,-0.08,0.00,-0.52,6.27,11.9,-1.56,60.65704,-145.89148,88.1,86.9,50131.4,32056,0.4,31,24.9,0,0,3.109,3.098,4.517,24.9,0
01/19/2024,03:58:44 PM,0,NVE,86.9,8.61,6.746,750.1,32126.0,31.77,1.13,0,49321.8,-0.05,0.01,-0.57,6.27,11.9,-1.70,60.65703,-145.89148,88.1,86.9,50136.2,32059,-0.2,31,24.9,0,0,2.806,2.708,3.947,24.9,0
01/19/2024,03:58:45 PM,0,NVE,86.9,8.61,6.741,749.8,32118.9,31.77,1.20,0,49319.3,-0.02,0.01,-0.57,6.27,11.9,-1.70,60.65703,-145.89148,88.1,86.9,50133.4,32058,-0.6,31,24.9,0,0,2.434,2.511,3.660,24.9,0
01/19/2024,03:58:45 PM,0,NVE,86.9,8.62,6.734,750.1,32111.1,31.77,1.17,0,49314.9,0.03,0.03,-0.58,6.27,11.9,-1.72,60.65702,-145.89148,88.1,86.9,50128.8,32055,-0.7,31,24.9,0,0,1.955,2.289,3.337,24.9,0
01/19/2024,03:58:46 PM,0,NVE,86.9,8.61,6.727,749.9,32079.7,31.74,1.29,0,49279.1,-0.01,0.02,-0.61,6.27,11.9,-1.80,60.65703,-145.89148,88.0,86.9,50092.0,32031,-0.5,31,24.9,0,0,1.686,2.061,3.005,24.9,0
01/19/2024,03:58:47 PM,0,NVE,86.7,8.60,6.714,750.0,32048.1,31.72,1.34,0,49246.3,-0.08,0.00,-0.64,6.27,11.9,-1.89,60.65703,-145.89148,87.9,86.7,50058.2,32010,-0.3,31,24.9,0,0,1.647,1.927,2.808,24.9,0
01/19/2024,03:58:48 PM,0,NVE,86.8,8.61,6.700,749.8,32035.6,31.72,1.26,0,49250.5,-0.03,0.01,-0.60,6.27,11.9,-1.78,60.65703,-145.89148,88.0,86.8,50061.8,32013,-0.2,31,24.9,0,0,1.634,1.855,2.704,24.9,0
01/19/2024,03:58:50 PM,0,NVE,86.8,8.62,6.688,749.9,32032.2,31.73,1.17,0,49259.8,-0.09,0.00,-0.43,6.27,11.9,-1.31,60.65702,-145.89148,88.0,86.8,50070.9,32019,-1.4,31,24.9,0,0,1.439,1.799,2.623,24.9,0
01/19/2024,03:58:51 PM,0,NVE,86.0,8.54,6.669,749.8,31626.3,31.30,1.33,0,48664.6,-0.10,0.00,-0.40,6.27,11.9,-1.23,60.65702,-145.89148,87.2,86.0,49465.0,31632,-1.2,32,24.5,0,0,0.848,0.595,0.868,24.6,0
01/19/2024,03:58:51 PM,0,NVE,84.6,8.42,6.531,750.0,31028.1,30.75,1.39,0,47901.0,-0.05,0.01,-0.50,6.27,11.9,-1.50,60.65702,-145.89148,85.7,84.6,48684.4,31136,-1.1,32,24.1,0,0,0.765,0.786,1.145,24.1,0
01/19/2024,03:58:53 PM,0,NVE,84.2,8.45,6.301,749.8,30815.8,30.74,1.36,0,47936.6,-0.09,0.00,-0.51,6.27,11.9,-1.52,60.65703,-145.89148,85.3,84.2,48709.5,31159,-0.7,32,24.2,0,0,0.773,0.779,1.135,24.2,0
01/19/2024,03:58:53 PM,0,NVE,84.5,8.52,6.075,750.2,30845.3,30.96,1.33,0,48275.9,-0.14,-0.01,-0.40,6.27,11.9,-1.22,60.65703,-145.89148,85.6,84.5,49044.7,31379,-0.6,32,24.4,0,0,0.782,0.786,1.145,24.4,0
01/19/2024,03:58:55 PM,0,NVE,85.0,8.61,5.956,749.9,30871.5,31.11,1.35,0,48504.0,-0.15,-0.02,-0.38,6.27,11.9,-1.16,60.65703,-145.89148,86.2,85.0,49270.1,31528,-0.6,32,24.5,0,0,0.784,0.785,1.144,24.5,0
01/19/2024,03:58:55 PM,0,NVE,85.4,8.66,5.884,750.2,30871.2,31.19,1.39,0,48624.8,-0.07,0.00,-0.35,6.27,11.9,-1.07,60.65703,-145.89148,86.5,85.4,49388.6,31606,-0.5,32,24.6,0,0,0.784,0.783,1.141,24.6,0
01/19/2024,03:58:58 PM,0,NVE,85.8,8.73,5.759,749.8,30825.9,31.25,1.23,0,48736.2,-0.05,0.01,-0.55,6.27,11.9,-1.64,60.65703,-145.89148,87.0,85.8,49495.1,31679,-0.4,32,24.6,0,0,0.788,0.786,1.145,24.6,0
01/19/2024,03:58:58 PM,0,NVE,86.0,8.75,5.723,750.1,30838.9,31.29,1.28,0,48805.3,-0.02,0.02,-0.57,6.27,11.9,-1.70,60.65703,-145.89148,87.1,86.0,49563.5,31723,-1.7,32,24.7,0,0,0.792,0.787,1.147,24.7,0
01/19/2024,03:58:59 PM,0,NVE,86.1,8.77,5.698,749.8,30845.6,31.33,1.28,0,48857.5,-0.13,-0.01,-0.45,6.27,11.9,-1.37,60.65702,-145.89148,87.2,86.1,49615.0,31757,-0.8,32,24.7,0,0,0.797,0.789,1.150,24.7,0
01/19/2024,03:59:01 PM,0,NVE,86.2,8.79,5.663,750.0,30846.1,31.36,1.35,0,48903.9,-0.15,-0.02,-0.50,6.27,11.9,-1.50,60.65702,-145.89148,87.4,86.2,49660.4,31788,-0.8,32,24.7,0,0,0.783,0.788,1.148,24.7,0
01/19/2024,03:59:02 PM,0,NVE,86.4,8.81,5.641,750.1,30870.3,31.41,1.41,0,48981.1,-0.14,-0.02,-0.44,6.27,11.9,-1.32,60.65702,-145.89148,87.5,86.4,49737.3,31838,-1.1,32,24.8,0,0,0.788,0.788,1.148,24.8,0
01/19/2024,03:59:03 PM,0,NVE,86.5,8.82,5.633,749.8,30879.2,31.43,1.36,0,49006.9,-0.08,0.00,-0.42,6.27,11.9,-1.28,60.65702,-145.89146,87.7,86.5,49763.1,31854,-1.3,32,24.8,0,0,0.789,0.788,1.149,24.8,0
01/19/2024,03:59:04 PM,0,NVE,86.6,8.83,5.634,750.1,30876.1,31.42,1.29,0,49001.3,-0.06,0.00,-0.51,6.27,11.9,-1.52,60.65702,-145.89146,87.7,86.6,49757.5,31851,-1.1,32,24.8,0,0,0.794,0.788,1.149,24.8,0
01/19/2024,03:59:04 PM,0,NVE,86.7,8.84,5.634,749.8,30879.5,31.43,1.28,0,49006.1,-0.07,0.00,-0.46,6.27,11.9,-1.38,60.65702,-145.89146,87.9,86.7,49762.3,31854,-0.7,32,24.8,0,0,0.788,0.788,1.149,24.8,0
01/19/2024,03:59:06 PM,0,NVE,86.8,8.86,5.619,749.9,30895.1,31.46,1.32,0,49052.0,-0.05,0.01,-0.36,6.27,11.9,-1.09,60.65703,-145.89146,88.0,86.8,49808.2,31884,-0.8,32,24.8,0,0,0.792,0.788,1.149,24.8,0
01/19/2024,03:59:08 PM,0,NVE,86.9,8.86,5.619,750.0,30893.2,31.46,1.17,0,49050.5,-0.07,0.00,-0.30,6.27,11.9,-0.93,60.65703,-145.89146,88.0,86.9,49806.5,31883,-0.8,32,24.8,0,0,0.790,0.788,1.149,24.8,0
01/19/2024,03:59:09 PM,0,NVE,87.0,8.87,5.622,750.0,30885.7,31.45,1.25,0,49035.2,-0.19,-0.03,-0.51,6.27,11.9,-1.52,60.65703,-145.89146,88.1,87.0,49791.2,31873,-0.6,32,24.8,0,0,0.783,0.788,1.148,24.8,0
01/19/2024,03:59:09 PM,0,NVE,87.0,8.88,5.621,750.1,30811.5,31.36,1.39,0,48916.4,-0.13,-0.01,-0.48,6.27,11.9,-1.45,60.65703,-145.89146,88.2,87.0,49670.6,31796,-0.9,32,24.7,0,0,0.785,0.788,1.148,24.7,0
01/19/2024,03:59:11 PM,0,NVE,87.0,8.88,5.585,749.7,30662.0,31.23,1.40,0,48733.5,-0.08,0.00,-0.31,6.27,11.9,-0.96,60.65702,-145.89146,88.2,87.0,49482.8,31677,-0.5,33,24.6,0,0,0.787,0.788,1.148,24.6,0
01/19/2024,03:59:11 PM,0,NVE,87.0,8.90,5.494,749.8,30685.5,31.33,1.38,0,48890.9,-0.14,-0.02,-0.43,6.27,11.9,-1.32,60.65702,-145.89146,88.2,87.0,49638.0,31779,-0.7,33,24.7,0,0,0.791,0.788,1.148,24.7,0
01/19/2024,03:59:12 PM,0,NVE,86.9,8.90,5.455,749.9,30687.1,31.38,1.28,0,48967.5,-0.03,0.01,-0.58,6.27,11.9,-1.71,60.65702,-145.89146,88.1,86.9,49712.8,31829,-1.5,33,24.8,0,0,0.788,0.788,1.148,24.8,0
01/19/2024,03:59:14 PM,0,NVE,87.0,8.91,5.443,749.9,30688.0,31.39,1.26,0,48985.1,-0.04,0.01,-0.31,6.27,11.9,-0.96,60.65702,-145.89146,88.1,87.0,49730.0,31840,-1.7,33,24.8,0,0,0.789,0.788,1.148,24.8,0
01/19/2024,03:59:15 PM,0,NVE,87.1,8.92,5.448,750.0,30760.6,31.47,1.20,0,49097.6,-0.17,-0.02,-0.32,6.27,11.9,-1.00,60.65702,-145.89146,88.3,87.1,49844.4,31913,-3.0,33,24.8,0,0,0.788,0.788,1.149,24.8,0
01/19/2024,03:59:17 PM,0,NVE,87.0,8.91,5.455,750.1,30712.4,31.41,1.28,0,49006.8,-0.19,-0.03,-0.41,6.27,11.9,-1.23,60.65702,-145.89146,88.2,87.0,49752.8,31854,-2.7,33,24.8,0,0,0.791,0.788,1.149,24.8,0
01/19/2024,03:59:17 PM,0,NVE,87.1,8.92,5.445,749.9,30681.6,31.38,1.31,0,48970.1,-0.10,-0.01,-0.51,6.27,11.9,-1.51,60.65702,-145.89146,88.2,87.1,49715.0,31831,-1.9,33,24.8,0,0,0.786,0.788,1.149,24.8,0
01/19/2024,03:59:18 PM,0,NVE,87.2,8.94,5.432,749.8,30710.0,31.42,1.43,0,49038.1,-0.03,0.01,-0.48,6.27,11.9,-1.44,60.65702,-145.89146,88.4,87.2,49783.1,31875,-3.1,33,24.8,0,0,0.786,0.788,1.148,24.8,0
01/19/2024,03:59:20 PM,0,NVE,87.3,8.94,5.428,749.9,30719.5,31.44,1.40,0,49059.1,-0.05,0.01,-0.40,6.27,11.9,-1.21,60.65702,-145.89148,88.5,87.3,49804.2,31888,-3.1,33,24.8,0,0,0.788,0.788,1.148,24.8,0
01/19/2024,03:59:21 PM,0,NVE,87.3,8.94,5.410,750.1,30690.0,31.42,1.35,0,49036.2,-0.06,0.01,-0.62,6.27,11.9,-1.84,60.65702,-145.89148,88.4,87.3,49780.1,31874,-3.1,33,24.8,0,0,0.787,0.788,1.148,24.8,0
01/19/2024,03:59:22 PM,0,NVE,87.3,8.95,5.404,749.9,30698.2,31.44,1.29,0,49060.9,-0.13,-0.01,-0.65,6.27,11.9,-1.91,60.65702,-145.89148,88.5,87.3,49804.7,31890,-3.3,33,24.8,0,0,0.789,0.788,1.148,24.8,0
01/19/2024,03:59:23 PM,0,NVE,87.4,8.96,5.401,750.2,30709.3,31.45,1.35,0,49083.2,-0.15,-0.02,-0.57,6.27,11.9,-1.70,60.65702,-145.89148,88.5,87.4,49827.1,31904,-3.3,33,24.8,0,0,0.791,0.788,1.149,24.8,0
01/19/2024,03:59:25 PM,0,NVE,87.5,8.97,5.406,749.9,30707.4,31.45,1.30,0,49073.6,-0.03,0.01,-0.58,6.27,11.9,-1.73,60.65702,-145.89148,88.6,87.5,49817.6,31898,-3.4,33,24.8,0,0,0.789,0.788,1.148,24.8,0
01/19/2024,03:59:27 PM,0,NVE,87.5,8.97,5.418,750.1,30729.0,31.46,1.33,0,49090.7,-0.09,0.00,-0.48,6.27,11.9,-1.46,60.65702,-145.89148,88.7,87.5,49835.7,31909,-3.3,33,24.8,0,0,0.782,0.788,1.148,24.8,0
01/19/2024,03:59:28 PM,0,NVE,87.6,8.97,5.423,749.9,30732.7,31.46,1.30,0,49088.0,0.00,0.02,-0.49,6.27,11.9,-1.48,60.65702,-145.89148,88.7,87.6,49833.3,31907,-3.4,33,24.8,0,0,0.777,0.787,1.148,24.8,0

,,,MEAN VALUE:,90.0526,9.0290,6.2573,750.4628,31722.2551,31.7832,0.6808,0.0000,49410.6038,-0.0050,0.0185,-0.3772,6.2700,11.9000,-1.1549,60.6370,-146.0045,91.2000,90.0526,50205.2308,32116.8974,4.2135,31.6795,24.9904,0.0000,0.0000,7.4904,7.4627,10.8794,25.0224
,,,STANDARD DEVIATION:,0.6372,0.0720,0.0527,0.1346,51.1094,0.0311,0.0707,0.0000,44.9026,0.0892,0.0226,0.1062,0.0000,0.0000,0.2977,0.0000,0.0000,0.6459,0.6372,45.0801,29.1678,1.8478,0.4667,0.0316,0.0000,0.0000,5.0884,5.0752,7.3988,0.0432

,,,INSTRUMENT NAME:,
,,,SENSOR SERIAL NUMBER:,23G100693,23G100693,23H103732,23H106348,23H103732,23H103732,23H105119,23H105119,23H103732,23H105951,23H105951,23H105951,23J102724,23J102724,23H105951,23H106348,23H106348,23G100693,23G100693,23H103732,23H103732,23H106348,23H103732,23H103732,23H105951,23H105951,23H102976,23H102976,23H102976,23H103732
Date (MM/DD/YYYY),Time (hh:mm:ss tt),Time (Fract. Sec),Site Name,DO ( % Sat ),DO ( mg/L ),Temp ( °C ),Barometer ( mmHg ),Cond ( µS/cm ),Sal ( psu ),Turbidity ( FNU ),TSS ( mg/L ),Sp Cond ( µS/cm ),Chlorophyll ( µg/L ),Chlorophyll ( RFU ),Phycoerythrin ( RFU ),Battery Power ( voltage ),Cable Power ( voltage ),Phycoerythrin ( µg/L ),GPS Latitude ( ° ),GPS Longitude ( ° ),DO ( % LocalB ),DO ( % CB ),nLFCond ( µS/cm ),TDS ( mg/L ),Altitude ( m ),Resistivity ( ohms-cm ),Water Density ( Sigma-T ),Chlorophyll ( cells/mL ),Phycoerythrin ( cells/mL ),Vertical Position ( m ),Depth ( m ),Absolute Pressure ( psi a ),Water Density ( Sigma ),Fault Code
01/19/2024,03:11:02 PM,0,NVE,92.4,9.29,6.135,750.5,31641.2,31.81,0.58,0,49464.3,-0.16,-0.02,-0.30,6.27,11.9,-0.95,60.63699,-146.00447,93.6,92.4,50253.9,32152,4.1,32,25.0,0,0,0.569,0.493,0.719,25.0,0
01/19/2024,03:11:03 PM,0,NVE,92.3,9.28,6.137,750.5,31640.2,31.81,0.52,0,49460.1,-0.03,0.01,-0.31,6.27,11.9,-0.97,60.63699,-146.00447,93.5,92.3,50249.8,32149,4.4,32,25.0,0,0,0.557,0.507,0.739,25.0,0
01/19/2024,03:11:04 PM,0,NVE,92.2,9.27,6.138,750.5,31641.0,31.81,0.64,0,49459.2,0.05,0.03,-0.33,6.27,11.9,-1.02,60.63699,-146.00447,93.4,92.2,50248.9,32148,4.5,32,25.0,0,0,0.591,0.523,0.762,25.0,0
01/19/2024,03:11:05 PM,0,NVE,92.1,9.25,6.139,750.3,31639.3,31.80,0.69,0,49455.7,0.00,0.02,-0.20,6.27,11.9,-0.67,60.63698,-146.00447,93.3,92.1,50245.4,32146,4.9,32,25.0,0,0,0.544,0.537,0.783,25.0,0
01/19/2024,03:11:06 PM,0,NVE,92.0,9.25,6.138,750.6,31639.3,31.81,0.66,0,49456.8,-0.12,-0.01,-0.17,6.27,11.9,-0.56,60.63698,-146.00447,93.1,92.0,50246.5,32147,4.9,32,25.0,0,0,0.602,0.554,0.808,25.0,0
01/19/2024,03:11:08 PM,0,NVE,91.8,9.23,6.141,750.3,31638.8,31.80,0.67,0,49451.5,0.02,0.03,-0.44,6.27,11.9,-1.33,60.63698,-146.00447,93.0,91.8,50241.3,32143,4.9,32,25.0,0,0,0.576,0.567,0.827,25.0,0
01/19/2024,03:11:10 PM,0,NVE,91.6,9.21,6.146,750.5,31640.8,31.80,0.71,0,49446.7,-0.14,-0.01,-0.15,6.27,11.9,-0.51,60.63697,-146.00446,92.8,91.6,50236.7,32140,5.2,32,25.0,0,0,0.564,0.571,0.833,25.0,0
01/19/2024,03:11:11 PM,0,NVE,91.5,9.20,6.147,750.5,31644.3,31.80,0.67,0,49450.7,-0.19,-0.03,-0.30,6.27,11.9,-0.94,60.63697,-146.00446,92.7,91.5,50240.7,32143,5.5,32,25.0,0,0,0.579,0.571,0.833,25.0,0
01/19/2024,03:11:12 PM,0,NVE,91.5,9.20,6.148,750.6,31643.1,31.80,0.61,0,49448.1,0.02,0.03,-0.25,6.27,11.9,-0.79,60.63697,-146.00446,92.6,91.5,50238.1,32141,5.6,32,25.0,0,0,0.536,0.571,0.832,25.0,0
01/19/2024,03:11:13 PM,0,NVE,91.4,9.19,6.149,750.4,31642.1,31.80,0.73,0,49444.9,0.15,0.06,-0.32,6.27,11.9,-1.01,60.63697,-146.00446,92.6,91.4,50234.9,32139,5.6,32,25.0,0,0,0.601,0.571,0.833,25.0,0
01/19/2024,03:11:15 PM,0,NVE,91.2,9.17,6.154,750.7,31644.3,31.80,0.64,0,49442.2,-0.05,0.01,-0.45,6.27,11.9,-1.35,60.63697,-146.00446,92.4,91.2,50232.4,32137,5.2,32,25.0,0,0,1.005,0.584,0.851,25.0,0
01/19/2024,03:11:16 PM,0,NVE,91.2,9.17,6.156,750.7,31645.5,31.80,0.58,0,49439.5,0.04,0.03,-0.37,6.27,11.9,-1.12,60.63697,-146.00446,92.3,91.2,50229.8,32136,5.3,32,25.0,0,0,1.282,1.380,2.012,25.0,0
01/19/2024,03:11:17 PM,0,NVE,91.2,9.16,6.160,750.5,31648.2,31.79,0.68,0,49438.6,0.05,0.03,-0.35,6.27,11.9,-1.08,60.63696,-146.00446,92.3,91.2,50229.0,32135,5.0,32,25.0,0,0,1.367,1.422,2.073,25.0,0
01/19/2024,03:11:18 PM,0,NVE,91.1,9.16,6.162,750.4,31650.7,31.80,0.68,0,49440.2,-0.11,-0.01,-0.41,6.27,11.9,-1.24,60.63696,-146.00446,92.3,91.1,50230.7,32136,4.9,32,25.0,0,0,1.524,1.568,2.285,25.0,0
01/19/2024,03:11:19 PM,0,NVE,91.1,9.15,6.165,750.4,31648.2,31.79,0.73,0,49430.5,-0.15,-0.02,-0.48,6.27,11.9,-1.43,60.63696,-146.00446,92.2,91.1,50221.1,32130,5.2,32,25.0,0,0,1.575,1.548,2.256,25.0,0
01/19/2024,03:11:21 PM,0,NVE,90.9,9.14,6.167,750.4,31639.0,31.78,0.65,0,49412.9,-0.01,0.02,-0.34,6.27,11.9,-1.05,60.63696,-146.00446,92.1,90.9,50203.3,32118,5.3,32,25.0,0,0,2.023,1.866,2.720,25.0,0
01/19/2024,03:11:22 PM,0,NVE,90.9,9.13,6.168,750.3,31636.4,31.77,0.66,0,49408.0,0.07,0.04,-0.25,6.27,11.9,-0.80,60.63696,-146.00446,92.1,90.9,50198.3,32115,5.6,32,25.0,0,0,2.020,1.937,2.824,25.0,0
01/19/2024,03:11:23 PM,0,NVE,90.9,9.13,6.168,750.3,31645.2,31.78,0.66,0,49421.4,0.12,0.05,-0.38,6.27,11.9,-1.16,60.63695,-146.00446,92.1,90.9,50212.0,32124,5.6,32,25.0,0,0,2.381,2.015,2.937,25.0,0
01/19/2024,03:11:24 PM,0,NVE,90.9,9.13,6.172,750.4,31652.4,31.79,0.68,0,49427.6,-0.03,0.01,-0.47,6.27,11.9,-1.43,60.63695,-146.00446,92.0,90.9,50218.4,32128,5.4,32,25.0,0,0,2.596,2.120,3.091,25.0,0
01/19/2024,03:11:25 PM,0,NVE,90.8,9.12,6.175,750.8,31647.3,31.78,0.72,0,49415.0,-0.03,0.01,-0.37,6.27,11.9,-1.13,60.63695,-146.00446,91.9,90.8,50205.8,32120,6.1,32,25.0,0,0,2.706,2.220,3.236,25.0,0
01/19/2024,03:11:26 PM,0,NVE,90.7,9.12,6.174,750.5,31640.0,31.77,0.68,0,49403.8,0.00,0.02,-0.29,6.27,11.9,-0.90,60.63695,-146.00446,91.9,90.7,50194.4,32112,6.1,32,25.0,0,0,2.697,2.290,3.338,25.0,0
01/19/2024,03:11:28 PM,0,NVE,90.7,9.12,6.176,750.3,31672.2,31.81,0.67,0,49453.6,0.04,0.03,-0.21,6.27,11.9,-0.70,60.63695,-146.00446,91.9,90.7,50245.0,32145,6.6,32,25.0,0,0,3.328,3.407,4.966,25.0,0
01/19/2024,03:11:29 PM,0,NVE,90.7,9.11,6.187,750.4,31682.5,31.81,0.71,0,49454.2,0.10,0.05,-0.22,6.27,11.9,-0.71,60.63695,-146.00446,91.9,90.7,50246.2,32145,6.8,32,25.0,0,0,3.402,3.442,5.018,25.0,0
